Postcode,Sales per month,Turnover (sale),5yr Price Growth,Crime rate,Population,Population growth (10 year),Degree,Deprivation,Social rent,Acres of green space / 1000 residents,Households,Density,Average Income,State Schools
TF8,0.6611570247933884,4,36,118,3025,10,24,24,12,66.8,2.2540983606557377,539,45100,0.6611570247933884
TF9,0.5494505494505495,4,16,68,25480,4,31,15,5,9.9,2.495103799451625,280,41300,0.5494505494505495
TF10,0.6373486297004461,7,20,68,18828,11,33,14,6,53.0,2.560587515299878,509,42700,0.5842362438920756
TF11,0.7233646791360959,9,-4,95,9677,5,33,14,8,56.1,2.284466477809254,263,42100,0.5166890565257828
TF12,0.3720238095238095,3,17,61,5376,6,28,19,5,4.9,2.3202416918429005,474,40800,0.5580357142857143
TF13,1.0749798441279226,7,39,63,3721,6,37,13,3,13.9,2.3083126550868487,130,40900,0.8062348830959419
TN1,0.9221225584709531,7,31,156,11929,1,45,15,15,6.3,2.0468428277282085,18736,55000,0.08382932349735937
TN2,0.605736682700873,7,20,81,28065,1,40,14,7,12.7,2.403442665068083,3111,55000,0.32068412613575625
TN3,0.5070993914807302,4,27,38,11832,3,43,13,5,36.6,2.5710560625814867,272,58800,0.676132521974307
TN4,0.545343726943188,8,16,65,31173,0,42,15,13,6.8,2.444557716436637,5337,54300,0.48118564142046
TN5,0.8006405124099278,5,39,47,8743,6,38,14,5,43.2,2.4704718847131955,271,51900,0.45750886423424453
TN6,0.6431126653000523,5,25,42,24879,8,35,11,4,21.5,2.4750298448070036,1068,50500,0.3617508742312794
TN7,1.3186813186813187,7,21,39,2275,8,42,9,4,79.5,2.3357289527720737,206,52100,0.8791208791208791
TN8,0.4570383912248629,4,16,90,13128,5,37,12,6,52.5,2.4004388370817336,352,52800,0.3808653260207191
TN9,0.5696058327637274,6,9,122,17556,9,41,14,14,16.3,2.4895065229722064,9523,55000,0.45568466621098197
TN10,0.42110329062142815,6,22,77,16623,9,33,16,13,13.1,2.4736607142857143,5703,47800,0.24063045178367323
TN11,0.2871912693854107,2,11,50,13928,7,38,15,7,55.4,2.562178072111847,417,53700,0.7179781734635268
TN12,0.543201493804108,5,-4,83,29455,7,34,13,4,21.9,2.5524263431542464,548,50900,0.3055508402648107
TN13,0.44120006417455476,6,18,71,24932,5,51,10,7,43.8,2.542265728561232,4505,63800,0.4010909674314135
TN14,0.5306799336650083,6,25,68,15075,5,46,10,6,104.9,2.4416909620991256,478,56800,0.46434494195688225
TN15,0.32690421706440015,3,4,74,24472,7,38,12,4,111.0,2.4981625153123725,602,53900,0.4494932984635502
TN16,0.5236973029588898,5,17,75,19095,6,32,12,4,34.5,2.483740894901145,950,56400,0.3665881120712228
TN17,0.4162619675315665,3,30,66,14414,2,38,13,5,19.1,2.6235893702220605,280,47700,0.5550159567087554
TN18,0.3022517757291824,2,13,59,6617,1,35,13,7,16.5,2.473644859813084,354,43600,0.3022517757291824
TN19,0.7955449482895784,6,74,38,5028,3,38,11,3,5.2,2.4731923266109197,244,46300,0.5966587112171838
TN20,1.1590843233845263,7,39,27,3451,8,37,11,4,9.2,2.3161073825503355,203,53100,0.5795421616922631
TN21,0.5568962316688324,4,22,49,16161,7,34,11,2,17.4,2.382574082264485,541,44200,0.49501887259451766
TN22,0.6080182405472164,6,17,47,26315,8,36,11,4,37.3,2.4506425777612217,477,47800,0.5700171005130154
TN23,0.6548788474132285,9,15,133,39702,13,27,18,12,7.1,2.588641846514964,7168,45100,0.377814719661478
TN24,0.4756770469968922,7,22,155,31534,13,29,18,16,14.3,2.453053286658888,6231,48200,0.34882983446438764
TN25,0.7638933095677638,5,30,69,15709,10,30,17,5,28.3,2.449937616968185,254,49900,0.891208861162391
TN26,0.5360014293371449,4,25,63,11194,12,28,17,7,12.9,2.4462412587412588,212,46800,0.35733428622476326
TN27,0.560179257362356,5,32,80,12496,13,34,13,5,34.1,2.3689099526066353,283,47700,0.4801536491677337
TN28,0.578368999421631,3,10,80,8645,2,21,19,6,42.6,2.334593572778828,1281,38800,0.3470213996529786
TN29,0.2238638907544213,2,39,67,13401,2,21,21,8,13.8,2.2821866485013627,215,37800,0.29848518767256177
TN30,0.8535154166222128,7,26,67,9373,13,31,15,8,24.3,2.276657760505222,363,43000,0.533447135388883
TN31,0.8055067369654365,5,21,72,13656,3,29,18,5,23.7,2.182864450127877,267,36700,0.5125951962507322
TN32,0.3869220352099052,4,32,37,5169,3,37,13,5,9.2,2.5450516986706058,164,46600,0.7738440704198104
TN33,0.3992972368631209,3,15,58,12522,4,35,14,4,38.1,2.4131817305839274,286,41700,0.5590161316083693
TN34,0.8688968352103733,8,22,153,29923,1,30,22,15,35.6,2.1203939909297054,9621,34600,0.23393376332586974
TN35,0.6369426751592356,5,22,72,17270,2,29,21,5,54.8,2.3274932614555253,930,37400,0.4053271569195136
TN36,1.7167381974248925,6,60,62,2330,3,32,18,3,10.4,2.058303886925795,283,34700,0.8583690987124463
TN37,0.5805515239477503,6,35,132,20670,1,29,24,10,14.9,2.1441908713692945,8907,35800,0.24189646831156264
TN38,0.592272584747239,6,28,110,28703,1,28,24,10,10.8,2.2967912298951747,7264,34100,0.27871651046928897
TN39,0.7749535027898327,5,24,71,25808,3,27,19,6,20.4,2.131659370612043,2785,36300,0.2324860508369498
TN40,0.9211283822682786,6,20,103,17370,3,25,21,9,6.2,2.0735346782857826,6674,31100,0.4029936672423719
TQ1,0.9933668728169963,2,28,100,31207,6,25,24,5,6.7,2.1191769659106345,7934,33400,0.38452911205819207
TQ2,0.5573808965031682,5,25,113,34088,6,25,23,9,5.2,2.303865909705326,7994,36300,0.3813658765547993
TQ3,0.7150518412584912,6,30,66,30767,6,24,22,7,3.6,2.2967303672738133,3687,35700,0.22751649494588358
TQ4,0.8645377424758199,4,18,80,18507,6,24,22,4,11.1,2.193552210501363,4504,34200,0.21613443561895498
TQ5,0.629656837023822,3,25,41,19058,6,28,19,4,16.4,2.169379624359704,2480,34900,0.3672998215972295
TQ6,0.8477655322756449,2,31,38,8257,7,37,14,9,9.2,2.09249873289407,399,37900,0.48443744701465424
TQ7,1.0426889106967614,5,35,40,16304,7,37,14,8,20.1,2.1472408797576716,221,39300,0.5520117762512268
TQ8,2.4283632831471587,6,42,37,2059,7,40,13,13,6.2,1.9990291262135924,352,39300,0.48567265662943176
TQ9,0.6316031235645384,4,42,43,17416,7,46,14,5,19.4,2.232248141502179,284,40500,0.7464400551217272
TQ10,0.7942811755361397,7,43,30,3777,7,44,13,3,32.6,2.360625,143,44300,0.2647603918453799
TQ11,0.7050528789659225,9,6,37,4255,8,39,17,10,11.8,2.3238667394866193,261,38500,0.4700352526439483
TQ12,0.7906179997364606,4,15,50,53123,9,30,15,6,16.8,2.368812984928208,1137,40200,0.4517817141351204
TQ13,0.9653780332616614,6,21,32,22789,9,34,15,4,32.6,2.2903517587939697,187,42500,0.4826890166308307
TQ14,0.9297040442125923,7,24,41,19361,9,34,16,5,14.3,2.1722203522944015,2112,38700,0.30990134807086406
TR1,0.8279355184337408,6,25,101,20533,7,39,16,13,10.3,2.2197837837837837,2458,41100,0.4383188038766863
TR2,0.8338544923910778,6,40,24,9594,7,37,14,8,9.5,2.2579430454224525,152,40700,0.9380863039399625
TR3,0.6550933508024893,5,32,22,12212,7,41,12,5,17.5,2.287319722794531,536,42600,0.5732066819521782
TR4,0.5388898868331238,4,36,45,11134,7,37,16,7,10.4,2.3679285410463633,306,41800,0.6287048679719777
TR5,0.7888509071785432,6,25,22,3803,7,42,15,4,4.8,2.216200466200466,583,40000,0.5259006047856956
TR10,0.7185198491108317,9,20,44,11134,7,34,17,7,10.3,6.915527950310559,1109,38200,0.08981498113885396
TR11,0.9048513955592677,9,29,57,28734,7,37,17,5,9.5,3.291031955102508,5232,35100,0.2436138372659567
TR12,0.7382408774520143,5,36,21,9482,7,33,16,7,18.4,2.7773872290568247,199,39300,0.5273149124657245
TR13,0.5048720149442116,4,33,48,19807,7,33,15,6,6.0,5.886181277860326,397,37900,0.10097440298884233
TR14,0.7323622752054683,9,31,82,24578,7,25,22,4,21.6,5.717143521749244,1254,39200,0.12206037920091138
TR15,0.6141877367181903,7,27,75,19538,7,27,21,10,10.5,1.548177496038035,1104,37200,0.5118231139318251
TR16,0.7318695941450433,6,36,39,15030,7,29,20,8,32.7,3.8927738927738926,153,35500,0.5322687957418496
TR17,1.9267822736030829,7,22,42,1557,7,33,19,19,5.9,0.18513674197384067,641,38700,7.707129094412331
TR18,0.7132667617689016,7,36,88,19628,7,31,24,12,5.9,1.8583601590607841,1264,34700,0.6623191359282657
TR19,0.7804660497268369,5,31,35,8969,7,36,19,6,20.5,1.061043416538507,4583,35600,0.7804660497268369
TR20,0.5250446287934475,3,30,32,9523,7,32,21,4,12.5,1.4851840299438552,722,38600,0.7350624803108264
TR26,0.9417808219178082,3,32,49,11680,7,33,18,6,15.2,15.805142083897158,1429,37200,0.08561643835616438
TR27,0.6090958310774228,5,55,61,14776,7,31,17,8,9.4,1.5842178621207248,5767,32700,0.744450460205739
TR6,0.570287995437696,2,12,62,3507,7,37,17,5,47.6,0.8574572127139365,241,34900,1.996007984031936
TR7,1.0046717235143416,7,37,102,19907,7,31,19,8,13.7,4.8684274883834675,264,37000,0.3014015170543025
TR8,0.7298382191947451,3,21,50,8221,7,31,18,5,35.2,1.548210922787194,678,34800,0.48655881279649676
TR9,0.59509640561771,5,43,41,8402,7,26,20,4,5.9,1.349068721901092,642,35500,0.8331349678647941
TS1,1.0003530657879252,33,25,576,16994,4,28,31,40,1.4,2.4772594752186587,17856,24300,0.29422148993762504
TS3,0.5824910056535891,21,17,284,29185,4,20,32,42,7.6,2.3877116910742044,9363,25100,0.6510193592598938
TS4,0.47153129788989745,11,10,273,16966,4,23,28,31,26.4,2.473538416678816,9798,28900,0.5304727101261346
TS5,0.6855053697920633,11,9,125,39387,4,28,22,14,10.6,2.4534072505294633,8120,37100,0.33005814101099346
TS6,0.5621507225290169,9,12,225,30241,1,19,28,35,19.5,2.2830288388947606,5683,29700,0.3968122747263649
TS7,0.7253604134554357,9,16,96,22058,3,29,19,9,14.6,2.3143426712831814,4219,39200,0.498685284250612
TS8,0.6113044296059437,10,6,197,21266,4,28,20,10,16.4,2.3665702203427554,2412,34200,0.3291639236339697
TS9,0.7793017456359103,9,20,53,12832,2,42,11,6,9.6,2.204432228139495,182,45800,0.6234413965087282
TS10,0.7608695652173912,15,17,188,36800,1,24,22,36,14.7,2.2830200384639245,2060,32200,0.4347826086956522
TS11,0.5921163931652851,12,26,77,11822,1,29,15,12,16.1,2.217179294823706,2501,36900,0.42294028083234647
TS12,0.8899172376968942,13,24,100,22474,1,26,20,5,27.7,2.2573322619525915,980,34100,0.4004627569636024
TS13,0.5012531328320802,5,9,107,9975,1,22,24,3,30.4,2.238052501682746,289,30800,0.6015037593984962
TS14,0.5128789605653066,7,19,115,17548,1,32,15,3,7.0,2.2645502645502646,892,39600,0.34191930704353773
TS15,0.6981615080288573,6,18,72,12891,2,45,8,4,5.9,2.3391399020141534,451,47000,0.46544100535257155
TS16,1.152073732718894,9,23,65,10416,3,41,11,3,21.4,2.4088806660499538,1252,44100,0.576036866359447
TS17,0.5823459582950702,10,13,126,44647,3,29,19,13,10.0,2.562238163558106,6671,40800,0.4031625865119717
TS18,0.5793982535281216,8,19,318,24163,3,28,23,18,10.7,2.44144690310195,4543,34100,0.2896991267640608
TS19,0.5662361474371074,12,14,141,37087,3,23,25,21,3.9,2.4015411513307,9240,34500,0.4583816431633726
TS20,0.7259352465760054,13,7,139,20663,3,25,24,18,18.5,2.2302212628170532,8630,35400,0.29037409863040214
TS21,0.721616420782553,6,-11,73,12472,2,28,20,6,84.4,2.3720045644731838,209,43100,0.5612572161642079
TS22,0.9235742322789194,3,10,69,8662,2,28,19,10,99.9,2.3895172413793104,1142,42400,0.5772338951743247
TS23,0.6282861016500777,24,13,144,30241,3,23,23,14,23.3,2.428215834270114,5067,35000,0.36374458516583447
TS24,0.49956855443026477,7,-12,261,22019,1,22,29,33,14.3,2.2065337208137086,6100,28900,0.49956855443026477
TS25,0.5697120364615703,11,1,156,38616,1,22,26,35,14.9,2.2599637151050507,3668,30900,0.41433602651750573
TS26,0.6731873440779313,7,-15,165,25253,1,28,21,8,13.9,2.321261145325857,8201,34100,0.2771947887379717
TS27,0.9841712457967686,16,-14,114,12193,1,28,19,6,34.3,2.2829058228796106,442,33300,0.5740998933814484
TS28,0.9402030838661151,14,-22,150,5318,2,26,24,22,5.7,2.337582417582418,962,34900,0.752162467092892
TS29,0.9523809523809523,18,13,136,6300,2,20,27,16,7.3,2.337662337662338,1092,31200,0.47619047619047616
TW1,0.5754843660080567,5,-2,72,26065,5,63,11,10,4.5,2.3530739369865485,16697,73100,0.30692499520429695
TW2,0.46287112345434106,7,17,74,30246,4,52,13,13,13.5,2.46142578125,13571,63500,0.5620577927659856
TW3,0.1516798543873398,3,50,172,39557,13,41,22,15,3.7,2.9478351591027647,25956,55700,0.2275197815810097
TW4,0.17921789311444855,4,33,118,27899,12,37,25,21,10.5,3.0865139949109412,14459,49900,0.250905050360228
TW5,0.2055076037813399,3,33,102,29196,13,37,24,20,14.0,3.0765015806111697,14014,49800,0.3082614056720099
TW7,0.42569041664449525,5,7,95,37586,13,47,18,14,14.3,2.597871163948023,11084,58500,0.3990847656042143
TW8,0.609942055504727,4,14,137,19674,13,52,18,32,20.5,2.3581445523193096,15091,50700,0.3049710277523635
TW9,0.46390796066060497,4,17,137,21556,4,69,9,13,35.3,2.192432872253865,9291,66900,0.23195398033030248
TW10,0.4665388004769063,6,-1,74,19291,4,64,10,13,24.0,2.274077566898503,3425,64600,0.4665388004769063
TW11,0.5172859729287007,5,19,60,23198,4,62,10,7,42.4,2.331691627299226,9477,65900,0.25864298646435036
TW12,0.4735867740130021,7,13,71,23227,4,52,14,19,37.5,2.3869078203678966,9780,59000,0.3013734016446377
TW13,0.2768012843579594,7,24,135,36127,13,34,22,26,17.9,2.6033724868487425,11375,50700,0.3875217981011432
TW14,0.21443888491779842,5,26,118,27980,13,33,23,29,22.1,2.6667937476172323,10008,50100,0.2501786990707648
TW15,0.6111151053274858,9,13,79,27818,8,30,15,7,10.1,2.4973516473651136,9580,57300,0.25163563160543534
TW16,0.341796875,4,12,101,20480,7,35,16,13,7.6,2.458878616880778,7086,56200,0.439453125
TW17,0.49680624556423,6,15,70,14090,7,34,13,6,14.9,2.2944145904575803,3500,54500,0.35486160397445
TW18,0.4320842171419593,4,7,126,25458,8,36,15,9,12.9,2.3543882363821327,5189,60100,0.2749626836357923
TW19,0.3708969524633739,4,16,170,16177,7,34,19,19,6.1,2.515471932825377,2330,51700,0.18544847623168695
TW20,0.4017839206074973,7,15,96,24889,9,37,14,6,24.0,2.6936147186147186,3425,49300,0.2812487444252481
UB1,0.1497454327643007,3,76,125,40068,8,30,28,16,8.7,3.5427055702917776,24995,45700,0.3244484376559848
UB2,0.18692753442582094,3,21,148,32098,9,31,29,23,12.7,3.3470281543274245,15560,45800,0.405009657922612
UB3,0.24755539051862854,4,18,144,48474,11,32,26,22,14.4,3.023577844311377,12218,48900,0.3094442381482857
UB4,0.3032370555681904,6,19,103,39573,11,30,25,21,11.7,2.9893488442362894,14011,50600,0.4043160740909206
UB5,0.22124872781981503,5,11,99,45198,8,34,24,24,10.3,2.707277628032345,13669,46400,0.2876233461657596
UB6,0.21590641438329278,4,15,103,50948,8,38,20,12,15.4,2.938177623990773,11776,51300,0.27478998194237264
UB7,0.3362361722874147,5,19,157,29741,11,36,23,17,14.7,2.6817853922452657,6863,50600,0.36985978951615617
UB8,0.3875968992248062,6,29,176,36120,11,38,21,17,14.5,2.8483558079015854,10423,49800,0.3599114064230343
UB9,0.6277901785714286,7,21,94,14336,10,40,15,10,52.8,2.3977253721358087,1377,51200,0.34877232142857145
UB10,0.47597798601814667,8,25,68,33615,11,41,16,9,13.3,2.685118619698059,7344,59800,0.38673211363974414
W1,0.7819937440500476,1,-15,1299,29412,-6,62,15,19,13.0,1.7573041763756947,16364,61379,0.2379980960152319
W2,0.4624374658426872,1,-9,245,47574,-6,59,19,27,12.6,2.02107141339904,24668,57100,0.18917896329928113
W3,0.49334964676165294,2,-3,137,50674,8,53,18,19,12.0,2.529652555910543,18386,52300,0.29600978805699174
W4,0.49622194654336305,6,25,105,44335,12,64,11,15,6.2,2.236656240540813,17409,63900,0.20299988722228487
W5,0.5604932340459605,2,1,132,49956,8,61,13,8,11.9,2.4181228520257516,16988,62600,0.180158539514773
W6,0.42053323614342986,4,18,197,35669,1,60,16,25,2.3,2.247149247149247,30593,54700,0.42053323614342986
W7,0.34704147145583897,6,13,95,28815,8,46,19,18,15.5,2.5950108069164264,18783,53800,0.34704147145583897
W8,0.7347898501028706,3,19,151,20414,-9,69,9,7,15.7,2.0877480057271427,26480,69200,0.19594396002743217
W9,0.47714982504506415,1,4,115,37724,-7,59,20,32,1.2,2.1355222190772714,50141,55100,0.2915915597497614
W10,0.2378262679112908,3,8,160,33638,-7,48,25,43,8.4,2.2862774417182083,34775,44100,0.4161959688447589
W11,0.3821777763623045,4,-13,161,31399,-7,54,21,31,2.1,2.025741935483871,37815,52400,0.2229370362113443
W12,0.3521637354214571,5,-12,184,48273,1,54,19,28,5.3,2.398420032791772,24628,49600,0.41431027696642014
W13,0.4085737632786473,4,27,95,31818,8,57,16,12,9.1,2.4181486548107616,22413,61400,0.22000125715004087
W14,0.3497350084743483,1,2,94,37171,-2,61,16,24,2.5,2.102907897714415,38365,56300,0.21522154367652202
WA1,0.4170721534825525,8,35,198,21579,4,27,19,11,9.9,2.300533049040512,5405,40600,0.5097548542564531
WA2,0.44263020705257466,12,34,123,40666,4,25,22,16,10.2,2.297124781110546,5786,35700,0.41803963999409827
WA3,0.6511921016699926,11,22,37,47605,4,32,17,6,28.4,2.383587021830563,1618,41500,0.4621363302174142
WA4,0.6170475339376144,4,19,64,46998,4,37,13,4,17.8,2.3447415685491917,1612,45900,0.489382526916039
WA5,0.5128555798687089,4,20,75,58496,4,33,15,7,10.5,2.475497249259416,4193,43600,0.39318927789934355
WA6,0.5801993776043041,6,18,54,18959,9,42,12,3,87.6,2.3182929811689896,675,46800,0.5801993776043041
WA7,0.46201886311496304,15,19,122,62768,2,22,25,21,12.0,2.3523591800022485,3930,36600,0.5735406576599541
WA8,0.48495821276733325,12,9,119,61861,3,25,22,15,11.9,2.371152593046878,3584,37700,0.4687929390084221
WA9,0.511969855214925,9,27,176,48831,5,22,27,25,14.9,2.3547764864734533,6069,34300,0.43005467838053696
WA10,0.5721716514954487,8,11,184,38450,5,29,23,14,13.8,2.226017483934464,6892,38600,0.33810143042912877
WA11,0.4928900608719225,10,31,92,40577,5,27,22,10,25.2,2.3210731037638714,2260,37400,0.3450230426103458
WA12,0.496233139351288,14,21,123,22167,5,29,21,16,28.4,2.29472049689441,4929,37500,0.4511210357738981
WA13,0.5426777269555779,7,8,68,12899,4,50,11,10,16.4,2.3803284738881714,1357,51000,0.38762694782541285
WA14,0.6020896051000532,5,18,2,28235,4,53,10,15,10.2,2.3754837624095577,2726,50100,0.46042146272357004
WA15,0.6314312441534145,7,36,1,42760,4,44,18,19,12.6,2.480997969248622,3641,50100,0.32740879326473343
WA16,0.8117576689737674,8,25,63,23406,8,43,11,5,33.9,2.2839578454332554,426,47600,0.4699649662479706
WC1,0.38817136001129227,5,-14,344,28338,-3,52,23,38,1.2,2.20649380985751,30221,45800,0.17644152727786014
WC2,0.4631058968817536,2,-23,2617,6478,-5,57,19,23,2.9,1.7999444290080577,11691,55600,0.30873726458783574
WD3,0.4898119122257053,3,18,62,40832,7,46,11,7,38.1,2.4906673173112113,1782,57300,0.5143025078369906
WD4,0.35565039566106516,3,34,58,11247,7,41,11,6,9.3,2.385871871022486,1426,51000,0.35565039566106516
WD5,0.3480985118788617,6,20,63,11491,7,39,14,14,29.6,2.3944571785788704,5924,50300,0.43512313984857715
WD6,0.4784053156146179,9,22,123,37625,8,38,18,18,18.6,2.5341819896275344,5355,44800,0.37209302325581395
WD7,0.47479623328321596,5,4,67,12637,8,46,11,8,25.9,2.639857948610821,1464,57300,0.47479623328321596
WD17,0.5687203791469194,6,-3,287,15825,13,46,16,13,48.3,2.3378637908110504,8399,54900,0.5055292259083729
WD18,0.4933601940550097,7,8,116,24323,13,43,18,22,13.4,2.539465441637085,13623,49500,0.4933601940550097
WD19,0.40328493914063646,7,25,74,27276,8,37,19,18,31.5,2.4670767004341534,7867,46700,0.3299604047514298
WD23,0.6323610781756382,6,13,80,25302,8,42,13,9,28.3,2.499950597767019,6085,49200,0.592838510789661
WD24,0.5039629816282586,8,9,88,21827,13,44,15,12,5.7,2.4766821740610463,15198,50000,0.2748888990699592
WD25,0.36088054853843377,6,16,101,27710,11,41,16,15,19.4,2.484310561233638,3766,47200,0.43305665824612055
WF1,0.6740519313053163,9,3,268,34122,8,28,21,18,18.6,2.287150613311884,5394,35900,0.3809858742160483
WF2,0.4913135759767314,8,18,139,50884,8,28,21,14,38.4,2.3822097378277154,4235,40300,0.37339831774231586
WF3,0.6772564955054796,8,45,88,32484,8,29,18,11,15.6,2.3736938253562294,2932,42900,0.4001970200714198
WF4,0.5109743351527116,6,21,88,43055,8,28,19,8,48.5,2.3460658238884045,1193,41400,0.48774822900940656
WF5,0.42402826855123676,5,22,109,21225,8,25,18,15,11.6,2.2705391527599486,4501,39500,0.5182567726737338
WF6,0.5157055789967183,9,20,129,21330,8,23,20,16,6.8,2.3096913914455874,3351,37600,0.4219409282700422
WF7,0.5936186000494682,8,9,115,20215,8,26,21,16,26.4,2.328112403547161,2760,39000,0.5936186000494682
WF8,0.5261366098232799,8,13,170,32311,8,25,21,6,20.4,2.3051294856245987,1754,39100,0.4951873974807341
WF9,0.6133088009812941,9,19,161,39132,8,19,27,15,23.5,2.347168905950096,2092,33500,0.43442706736175
WF10,0.7734293858970677,18,9,207,45253,8,21,23,15,8.9,2.3157975538611124,3282,35500,0.39776368417563474
WF11,0.4696765103035284,8,19,172,17033,9,21,23,16,5.9,2.255727718183022,1104,35200,0.4696765103035284
WF12,0.3770629695159092,8,23,134,34477,3,23,24,17,11.7,2.634849063813527,3989,35100,0.3770629695159092
WF13,0.3270230006177101,18,8,197,27521,3,22,29,20,15.3,2.805116705738457,10991,33400,0.4723665564478035
WF14,0.40225261464199513,5,19,106,19888,3,27,21,8,25.0,2.301585464645296,3786,41000,0.40225261464199513
WF15,0.5640157924421885,12,19,109,17730,3,24,24,11,5.3,2.2859721505930892,3906,38200,0.5076142131979696
WF16,0.5692908262849707,19,30,161,12296,3,22,27,17,24.1,2.6620480623511584,11073,34700,0.3253090435914119
WF17,0.36871456883440107,12,41,137,43394,3,24,24,13,12.2,2.6638428483732355,7404,35700,0.5530718532516016
